sensor_id,event_time,vehicle_count,avg_speed,congestion_index,traffic_status,hour_of_day
J3_Baseline_Road,2026-05-09 00:17:39.704835,47,51,0.92,False,0
J4_Marine_Drive,2026-05-09 00:17:39.705077,37,22,1.68,False,0
J1_Galle_Road,2026-05-09 00:17:41.705612,42,44,0.95,False,0
J2_Duplication_Road,2026-05-09 00:17:41.706525,52,44,1.18,False,0
J3_Baseline_Road,2026-05-09 00:17:41.706916,58,46,1.26,False,0
J4_Marine_Drive,2026-05-09 00:17:41.707146,19,22,0.86,False,0
J1_Galle_Road,2026-05-09 00:17:43.710743,43,21,2.05,False,0
J2_Duplication_Road,2026-05-09 00:17:43.713037,39,57,0.68,False,0
J3_Baseline_Road,2026-05-09 00:17:43.715592,62,7,8.86,True,0
J4_Marine_Drive,2026-05-09 00:17:43.716147,50,49,1.02,False,0
J1_Galle_Road,2026-05-09 00:17:45.717738,70,51,1.37,False,0
J2_Duplication_Road,2026-05-09 00:17:45.718734,32,31,1.03,False,0
J3_Baseline_Road,2026-05-09 00:17:45.723178,45,57,0.79,False,0
J4_Marine_Drive,2026-05-09 00:17:45.723931,57,46,1.24,False,0
J1_Galle_Road,2026-05-09 00:17:47.726319,46,34,1.35,False,0
J2_Duplication_Road,2026-05-09 00:17:47.727349,81,33,2.45,False,0
J3_Baseline_Road,2026-05-09 00:17:47.727741,36,57,0.63,False,0
J4_Marine_Drive,2026-05-09 00:17:47.728003,24,31,0.77,False,0
J1_Galle_Road,2026-05-09 00:17:49.729703,91,9,10.11,True,0
J2_Duplication_Road,2026-05-09 00:17:49.731124,48,58,0.83,False,0
J3_Baseline_Road,2026-05-09 00:17:49.731716,56,56,1.0,False,0
J4_Marine_Drive,2026-05-09 00:17:49.732078,59,8,7.38,True,0
J1_Galle_Road,2026-05-09 00:17:51.730948,66,39,1.69,False,0
J2_Duplication_Road,2026-05-09 00:17:51.731868,70,36,1.94,False,0
J3_Baseline_Road,2026-05-09 00:17:51.732195,60,37,1.62,False,0
J4_Marine_Drive,2026-05-09 00:17:51.733266,48,57,0.84,False,0
J1_Galle_Road,2026-05-09 00:17:53.735972,51,22,2.32,False,0
J2_Duplication_Road,2026-05-09 00:17:53.737007,82,33,2.48,False,0
J3_Baseline_Road,2026-05-09 00:17:53.738258,48,43,1.12,False,0
J4_Marine_Drive,2026-05-09 00:17:53.738913,54,18,3.0,False,0
J1_Galle_Road,2026-05-09 00:17:55.741340,101,56,1.8,False,0
J2_Duplication_Road,2026-05-09 00:17:55.741979,79,9,8.78,True,0
J3_Baseline_Road,2026-05-09 00:17:55.742319,47,20,2.35,False,0
J4_Marine_Drive,2026-05-09 00:17:55.742461,13,54,0.24,False,0
J1_Galle_Road,2026-05-09 00:17:57.742995,60,50,1.2,False,0
J2_Duplication_Road,2026-05-09 00:17:57.745095,76,53,1.43,False,0
J3_Baseline_Road,2026-05-09 00:17:57.749196,77,4,19.25,True,0
J4_Marine_Drive,2026-05-09 00:17:57.749904,49,46,1.07,False,0
J1_Galle_Road,2026-05-09 00:17:59.750542,42,25,1.68,False,0
J2_Duplication_Road,2026-05-09 00:17:59.751843,32,34,0.94,False,0
J3_Baseline_Road,2026-05-09 00:17:59.753519,28,50,0.56,False,0
J4_Marine_Drive,2026-05-09 00:17:59.755008,70,18,3.89,False,0
J1_Galle_Road,2026-05-09 00:18:01.757871,76,55,1.38,False,0
J2_Duplication_Road,2026-05-09 00:18:01.759309,81,24,3.38,False,0
J3_Baseline_Road,2026-05-09 00:18:01.759868,66,38,1.74,False,0
J4_Marine_Drive,2026-05-09 00:18:01.760148,53,35,1.51,False,0
J1_Galle_Road,2026-05-09 00:18:03.762113,87,7,12.43,True,0
J2_Duplication_Road,2026-05-09 00:18:03.762680,86,43,2.0,False,0
J3_Baseline_Road,2026-05-09 00:18:03.762893,54,35,1.54,False,0
J4_Marine_Drive,2026-05-09 00:18:03.763064,66,42,1.57,False,0
J1_Galle_Road,2026-05-09 00:18:05.765767,94,9,10.44,True,0
J2_Duplication_Road,2026-05-09 00:18:05.766556,40,59,0.68,False,0
J3_Baseline_Road,2026-05-09 00:18:05.766879,21,55,0.38,False,0
J4_Marine_Drive,2026-05-09 00:18:05.767152,40,15,2.67,False,0
J1_Galle_Road,2026-05-09 00:18:07.769770,90,9,10.0,True,0
J2_Duplication_Road,2026-05-09 00:18:07.770291,65,20,3.25,False,0
J3_Baseline_Road,2026-05-09 00:18:07.771510,73,32,2.28,False,0
J4_Marine_Drive,2026-05-09 00:18:07.773228,61,18,3.39,False,0
J1_Galle_Road,2026-05-09 00:18:09.775889,60,57,1.05,False,0
J2_Duplication_Road,2026-05-09 00:18:09.776374,38,16,2.38,False,0
J3_Baseline_Road,2026-05-09 00:18:09.776622,18,38,0.47,False,0
J4_Marine_Drive,2026-05-09 00:18:09.777618,28,31,0.9,False,0
J1_Galle_Road,2026-05-09 00:18:11.781534,59,48,1.23,False,0
J2_Duplication_Road,2026-05-09 00:18:11.786392,39,19,2.05,False,0
J3_Baseline_Road,2026-05-09 00:18:11.787635,76,38,2.0,False,0
J4_Marine_Drive,2026-05-09 00:18:11.787903,18,51,0.35,False,0
J1_Galle_Road,2026-05-09 00:18:13.789850,48,32,1.5,False,0
J2_Duplication_Road,2026-05-09 00:18:13.790657,60,24,2.5,False,0
J3_Baseline_Road,2026-05-09 00:18:13.791020,42,44,0.95,False,0
J4_Marine_Drive,2026-05-09 00:18:13.791259,14,35,0.4,False,0
J1_Galle_Road,2026-05-09 00:18:15.793868,66,17,3.88,False,0
J2_Duplication_Road,2026-05-09 00:18:15.795864,72,40,1.8,False,0
J3_Baseline_Road,2026-05-09 00:18:15.797769,76,45,1.69,False,0
J4_Marine_Drive,2026-05-09 00:18:15.798773,70,57,1.23,False,0
J1_Galle_Road,2026-05-09 00:18:17.801408,48,16,3.0,False,0
J2_Duplication_Road,2026-05-09 00:18:17.802746,73,59,1.24,False,0
J3_Baseline_Road,2026-05-09 00:18:17.804440,53,36,1.47,False,0
J4_Marine_Drive,2026-05-09 00:18:17.806274,19,9,2.11,True,0
J1_Galle_Road,2026-05-09 00:18:19.808969,53,20,2.65,False,0
J2_Duplication_Road,2026-05-09 00:18:19.809883,81,5,16.2,True,0
J3_Baseline_Road,2026-05-09 00:18:19.810258,70,48,1.46,False,0
J4_Marine_Drive,2026-05-09 00:18:19.810458,53,39,1.36,False,0
J1_Galle_Road,2026-05-09 00:18:21.805944,45,38,1.18,False,0
J2_Duplication_Road,2026-05-09 00:18:21.808367,42,32,1.31,False,0
J3_Baseline_Road,2026-05-09 00:18:21.811014,43,58,0.74,False,0
J4_Marine_Drive,2026-05-09 00:18:21.811639,41,53,0.77,False,0
J1_Galle_Road,2026-05-09 00:18:23.814271,86,49,1.76,False,0
J2_Duplication_Road,2026-05-09 00:18:23.815869,90,24,3.75,False,0
J3_Baseline_Road,2026-05-09 00:18:23.816113,19,57,0.33,False,0
J4_Marine_Drive,2026-05-09 00:18:23.816257,35,35,1.0,False,0
J1_Galle_Road,2026-05-09 00:18:25.818713,97,15,6.47,False,0
J2_Duplication_Road,2026-05-09 00:18:25.822004,86,9,9.56,True,0
J3_Baseline_Road,2026-05-09 00:18:25.824379,71,5,14.2,True,0
J4_Marine_Drive,2026-05-09 00:18:25.825114,14,9,1.56,True,0
J1_Galle_Road,2026-05-09 00:18:27.827798,102,33,3.09,False,0
J2_Duplication_Road,2026-05-09 00:18:27.828639,62,46,1.35,False,0
J3_Baseline_Road,2026-05-09 00:18:27.829104,70,43,1.63,False,0
J4_Marine_Drive,2026-05-09 00:18:27.829573,46,24,1.92,False,0
J1_Galle_Road,2026-05-09 00:18:29.832332,78,3,26.0,True,0
J2_Duplication_Road,2026-05-09 00:18:29.833472,38,44,0.86,False,0
J3_Baseline_Road,2026-05-09 00:18:29.833789,72,9,8.0,True,0
J4_Marine_Drive,2026-05-09 00:18:29.833998,18,19,0.95,False,0
J1_Galle_Road,2026-05-09 00:18:31.837085,56,3,18.67,True,0
J2_Duplication_Road,2026-05-09 00:18:31.839734,89,57,1.56,False,0
J3_Baseline_Road,2026-05-09 00:18:31.840587,48,45,1.07,False,0
J4_Marine_Drive,2026-05-09 00:18:31.841045,36,24,1.5,False,0
J1_Galle_Road,2026-05-09 00:18:33.845824,97,34,2.85,False,0
J2_Duplication_Road,2026-05-09 00:18:33.846252,87,22,3.95,False,0
J3_Baseline_Road,2026-05-09 00:18:33.846454,71,31,2.29,False,0
J4_Marine_Drive,2026-05-09 00:18:33.846586,67,25,2.68,False,0
J1_Galle_Road,2026-05-09 00:18:35.847183,68,3,22.67,True,0
J2_Duplication_Road,2026-05-09 00:18:35.848535,73,8,9.12,True,0
J3_Baseline_Road,2026-05-09 00:18:35.849029,61,57,1.07,False,0
J4_Marine_Drive,2026-05-09 00:18:35.850557,12,32,0.38,False,0
J1_Galle_Road,2026-05-09 00:18:37.853931,60,31,1.94,False,0
J2_Duplication_Road,2026-05-09 00:18:37.854500,64,19,3.37,False,0
J3_Baseline_Road,2026-05-09 00:18:37.854834,21,44,0.48,False,0
J4_Marine_Drive,2026-05-09 00:18:37.855083,16,5,3.2,True,0
J1_Galle_Road,2026-05-09 00:18:39.857525,98,39,2.51,False,0
J2_Duplication_Road,2026-05-09 00:18:39.858574,59,57,1.04,False,0
J3_Baseline_Road,2026-05-09 00:18:39.858852,28,19,1.47,False,0
J4_Marine_Drive,2026-05-09 00:18:39.859047,15,23,0.65,False,0
J1_Galle_Road,2026-05-09 00:18:41.861711,97,60,1.62,False,0
J2_Duplication_Road,2026-05-09 00:18:41.862153,80,7,11.43,True,0
J3_Baseline_Road,2026-05-09 00:18:41.862285,58,33,1.76,False,0
J4_Marine_Drive,2026-05-09 00:18:41.862495,33,46,0.72,False,0
J1_Galle_Road,2026-05-09 00:18:43.865016,59,7,8.43,True,0
J2_Duplication_Road,2026-05-09 00:18:43.866177,61,51,1.2,False,0
J3_Baseline_Road,2026-05-09 00:18:43.866630,36,32,1.12,False,0
J4_Marine_Drive,2026-05-09 00:18:43.868155,18,5,3.6,True,0
J1_Galle_Road,2026-05-09 00:18:45.871249,72,7,10.29,True,0
J2_Duplication_Road,2026-05-09 00:18:45.871685,35,47,0.74,False,0
J3_Baseline_Road,2026-05-09 00:18:45.872814,40,39,1.03,False,0
J4_Marine_Drive,2026-05-09 00:18:45.874217,54,21,2.57,False,0
J1_Galle_Road,2026-05-09 00:18:47.880599,52,7,7.43,True,0
J2_Duplication_Road,2026-05-09 00:18:47.882333,84,32,2.62,False,0
J3_Baseline_Road,2026-05-09 00:18:47.882847,58,18,3.22,False,0
J4_Marine_Drive,2026-05-09 00:18:47.883436,61,41,1.49,False,0
J1_Galle_Road,2026-05-09 00:18:49.886096,66,17,3.88,False,0
J2_Duplication_Road,2026-05-09 00:18:49.886872,58,41,1.41,False,0
J3_Baseline_Road,2026-05-09 00:18:49.887217,39,22,1.77,False,0
J4_Marine_Drive,2026-05-09 00:18:49.889028,44,35,1.26,False,0
J1_Galle_Road,2026-05-09 00:18:51.888629,85,43,1.98,False,0
J2_Duplication_Road,2026-05-09 00:18:51.889957,85,49,1.73,False,0
J3_Baseline_Road,2026-05-09 00:18:51.891284,21,21,1.0,False,0
J4_Marine_Drive,2026-05-09 00:18:51.891785,24,58,0.41,False,0
J1_Galle_Road,2026-05-09 00:18:53.894483,80,15,5.33,False,0
J2_Duplication_Road,2026-05-09 00:18:53.894884,34,25,1.36,False,0
J3_Baseline_Road,2026-05-09 00:18:53.895014,55,53,1.04,False,0
J4_Marine_Drive,2026-05-09 00:18:53.895138,33,54,0.61,False,0
J1_Galle_Road,2026-05-09 00:18:55.897852,59,23,2.57,False,0
J2_Duplication_Road,2026-05-09 00:18:55.898803,31,39,0.79,False,0
J3_Baseline_Road,2026-05-09 00:18:55.900300,34,60,0.57,False,0
J4_Marine_Drive,2026-05-09 00:18:55.902480,69,5,13.8,True,0
J1_Galle_Road,2026-05-09 00:18:57.904285,45,7,6.43,True,0
J2_Duplication_Road,2026-05-09 00:18:57.906246,80,32,2.5,False,0
J3_Baseline_Road,2026-05-09 00:18:57.908108,63,59,1.07,False,0
J4_Marine_Drive,2026-05-09 00:18:57.908994,60,4,15.0,True,0
J1_Galle_Road,2026-05-09 00:18:59.914777,84,39,2.15,False,0
J2_Duplication_Road,2026-05-09 00:18:59.915898,52,56,0.93,False,0
J3_Baseline_Road,2026-05-09 00:18:59.916615,63,59,1.07,False,0
J4_Marine_Drive,2026-05-09 00:18:59.916958,25,53,0.47,False,0
J1_Galle_Road,2026-05-09 00:19:01.920635,57,31,1.84,False,0
J2_Duplication_Road,2026-05-09 00:19:01.922329,38,59,0.64,False,0
J3_Baseline_Road,2026-05-09 00:19:01.922832,41,35,1.17,False,0
J4_Marine_Drive,2026-05-09 00:19:01.923179,50,8,6.25,True,0
J1_Galle_Road,2026-05-09 00:19:03.925575,92,21,4.38,False,0
J2_Duplication_Road,2026-05-09 00:19:03.926499,64,45,1.42,False,0
J3_Baseline_Road,2026-05-09 00:19:03.926928,49,42,1.17,False,0
J4_Marine_Drive,2026-05-09 00:19:03.927224,38,46,0.83,False,0
J1_Galle_Road,2026-05-09 00:19:05.929776,59,42,1.4,False,0
J2_Duplication_Road,2026-05-09 00:19:05.930274,60,8,7.5,True,0
J3_Baseline_Road,2026-05-09 00:19:05.930433,67,33,2.03,False,0
J4_Marine_Drive,2026-05-09 00:19:05.930756,54,3,18.0,True,0
J1_Galle_Road,2026-05-09 00:19:07.933820,94,22,4.27,False,0
J2_Duplication_Road,2026-05-09 00:19:07.934501,55,45,1.22,False,0
J3_Baseline_Road,2026-05-09 00:19:07.934827,37,23,1.61,False,0
J4_Marine_Drive,2026-05-09 00:19:07.935061,28,52,0.54,False,0
J1_Galle_Road,2026-05-09 00:19:09.937901,67,7,9.57,True,0
J2_Duplication_Road,2026-05-09 00:19:09.940548,43,5,8.6,True,0
J3_Baseline_Road,2026-05-09 00:19:09.942066,49,30,1.63,False,0
J4_Marine_Drive,2026-05-09 00:19:09.942785,52,38,1.37,False,0
J1_Galle_Road,2026-05-09 00:19:11.943728,91,48,1.9,False,0
J2_Duplication_Road,2026-05-09 00:19:11.944873,52,4,13.0,True,0
J3_Baseline_Road,2026-05-09 00:19:11.945214,24,37,0.65,False,0
J4_Marine_Drive,2026-05-09 00:19:11.946460,24,37,0.65,False,0
J1_Galle_Road,2026-05-09 00:19:13.949296,88,38,2.32,False,0
J2_Duplication_Road,2026-05-09 00:19:13.951003,59,34,1.74,False,0
J3_Baseline_Road,2026-05-09 00:19:13.953542,18,35,0.51,False,0
J4_Marine_Drive,2026-05-09 00:19:13.957574,23,46,0.5,False,0
J1_Galle_Road,2026-05-09 00:19:15.961534,76,17,4.47,False,0
J2_Duplication_Road,2026-05-09 00:19:15.962462,59,49,1.2,False,0
J3_Baseline_Road,2026-05-09 00:19:15.962808,70,19,3.68,False,0
J4_Marine_Drive,2026-05-09 00:19:15.963004,11,55,0.2,False,0
J1_Galle_Road,2026-05-09 00:19:17.965405,98,59,1.66,False,0
J2_Duplication_Road,2026-05-09 00:19:17.967214,57,53,1.08,False,0
J3_Baseline_Road,2026-05-09 00:19:17.968977,76,34,2.24,False,0
J4_Marine_Drive,2026-05-09 00:19:17.969632,67,32,2.09,False,0
J1_Galle_Road,2026-05-09 00:19:19.970363,68,45,1.51,False,0
J2_Duplication_Road,2026-05-09 00:19:19.972409,44,6,7.33,True,0
J3_Baseline_Road,2026-05-09 00:19:19.974132,24,19,1.26,False,0
J4_Marine_Drive,2026-05-09 00:19:19.974599,21,22,0.95,False,0
J1_Galle_Road,2026-05-09 00:19:21.973434,61,46,1.33,False,0
J2_Duplication_Road,2026-05-09 00:19:21.974761,48,9,5.33,True,0
J3_Baseline_Road,2026-05-09 00:19:21.975109,49,38,1.29,False,0
J4_Marine_Drive,2026-05-09 00:19:21.975402,40,47,0.85,False,0
J1_Galle_Road,2026-05-09 00:19:23.977890,82,25,3.28,False,0
J2_Duplication_Road,2026-05-09 00:19:23.978461,89,7,12.71,True,0
J3_Baseline_Road,2026-05-09 00:19:23.978645,76,22,3.45,False,0
J4_Marine_Drive,2026-05-09 00:19:23.978770,64,32,2.0,False,0
J1_Galle_Road,2026-05-09 00:19:25.981049,56,48,1.17,False,0
J2_Duplication_Road,2026-05-09 00:19:25.982153,67,35,1.91,False,0
J3_Baseline_Road,2026-05-09 00:19:25.983516,35,49,0.71,False,0
J4_Marine_Drive,2026-05-09 00:19:25.985955,53,37,1.43,False,0
J1_Galle_Road,2026-05-09 00:19:27.989941,90,56,1.61,False,0
J2_Duplication_Road,2026-05-09 00:19:27.991167,81,58,1.4,False,0
J3_Baseline_Road,2026-05-09 00:19:27.991784,57,55,1.04,False,0
J4_Marine_Drive,2026-05-09 00:19:27.993118,60,58,1.03,False,0
J1_Galle_Road,2026-05-09 00:19:29.994490,77,7,11.0,True,0
J2_Duplication_Road,2026-05-09 00:19:29.995108,75,42,1.79,False,0
J3_Baseline_Road,2026-05-09 00:19:29.995468,51,44,1.16,False,0
J4_Marine_Drive,2026-05-09 00:19:29.996549,11,39,0.28,False,0
J1_Galle_Road,2026-05-09 00:19:31.998214,85,30,2.83,False,0
J2_Duplication_Road,2026-05-09 00:19:31.999611,76,36,2.11,False,0
J3_Baseline_Road,2026-05-09 00:19:32.000402,72,8,9.0,True,0
J4_Marine_Drive,2026-05-09 00:19:32.000725,31,46,0.67,False,0
J1_Galle_Road,2026-05-09 00:19:34.002326,91,33,2.76,False,0
J2_Duplication_Road,2026-05-09 00:19:34.004272,32,47,0.68,False,0
J3_Baseline_Road,2026-05-09 00:19:34.005842,52,19,2.74,False,0
