sensor_id,event_time,vehicle_count,avg_speed,congestion_index,traffic_status,hour_of_day
J2_Duplication_Road,2026-02-10 03:37:29.084590,82,8,10.25,,3
J3_Baseline_Road,2026-02-10 03:37:29.084807,72,18,4.0,,3
J4_Marine_Drive,2026-02-10 03:37:29.085748,68,41,1.66,,3
J1_Galle_Road,2026-02-10 03:37:31.088284,90,24,3.75,,3
J2_Duplication_Road,2026-02-10 03:37:31.088648,64,37,1.73,,3
J3_Baseline_Road,2026-02-10 03:37:31.088771,78,58,1.34,,3
J4_Marine_Drive,2026-02-10 03:37:31.088893,56,23,2.43,,3
J1_Galle_Road,2026-02-10 03:37:33.091794,79,54,1.46,,3
J2_Duplication_Road,2026-02-10 03:37:33.092677,65,39,1.67,,3
J3_Baseline_Road,2026-02-10 03:37:33.093023,73,36,2.03,,3
J4_Marine_Drive,2026-02-10 03:37:33.093199,63,25,2.52,,3
J1_Galle_Road,2026-02-10 03:37:35.098080,44,60,0.73,,3
J2_Duplication_Road,2026-02-10 03:37:35.100131,80,5,16.0,,3
J3_Baseline_Road,2026-02-10 03:37:35.102039,42,33,1.27,,3
J4_Marine_Drive,2026-02-10 03:37:35.103818,50,6,8.33,,3
J1_Galle_Road,2026-02-10 03:37:37.107463,90,24,3.75,,3
J2_Duplication_Road,2026-02-10 03:37:37.108038,36,38,0.95,,3
J3_Baseline_Road,2026-02-10 03:37:37.108226,44,33,1.33,,3
J4_Marine_Drive,2026-02-10 03:37:37.109302,48,15,3.2,,3
J1_Galle_Road,2026-02-10 03:37:39.112939,45,15,3.0,,3
J2_Duplication_Road,2026-02-10 03:37:39.113397,55,38,1.45,,3
J3_Baseline_Road,2026-02-10 03:37:39.113547,24,30,0.8,,3
J4_Marine_Drive,2026-02-10 03:37:39.113765,51,8,6.38,,3
J1_Galle_Road,2026-02-10 03:37:41.115889,77,56,1.38,,3
J2_Duplication_Road,2026-02-10 03:37:41.116721,47,17,2.76,,3
J3_Baseline_Road,2026-02-10 03:37:41.117022,46,25,1.84,,3
J4_Marine_Drive,2026-02-10 03:37:41.117188,48,17,2.82,,3
J1_Galle_Road,2026-02-10 03:37:43.119783,45,41,1.1,,3
J2_Duplication_Road,2026-02-10 03:37:43.121459,41,45,0.91,,3
J3_Baseline_Road,2026-02-10 03:37:43.123056,24,52,0.46,,3
J4_Marine_Drive,2026-02-10 03:37:43.123739,70,50,1.4,,3
J1_Galle_Road,2026-02-10 03:37:45.124506,101,34,2.97,,3
J2_Duplication_Road,2026-02-10 03:37:45.126868,54,7,7.71,,3
J3_Baseline_Road,2026-02-10 03:37:45.127336,74,15,4.93,,3
J4_Marine_Drive,2026-02-10 03:37:45.127652,28,50,0.56,,3
J1_Galle_Road,2026-02-10 03:37:47.130476,52,8,6.5,,3
J2_Duplication_Road,2026-02-10 03:37:47.132401,64,23,2.78,,3
J3_Baseline_Road,2026-02-10 03:37:47.133070,64,30,2.13,,3
J4_Marine_Drive,2026-02-10 03:37:47.133544,12,5,2.4,,3
J1_Galle_Road,2026-02-10 03:37:49.136174,68,37,1.84,,3
J2_Duplication_Road,2026-02-10 03:37:49.136763,89,18,4.94,,3
J3_Baseline_Road,2026-02-10 03:37:49.136992,20,54,0.37,,3
J4_Marine_Drive,2026-02-10 03:37:49.138102,27,33,0.82,,3
J1_Galle_Road,2026-02-10 03:37:51.141526,100,30,3.33,,3
J2_Duplication_Road,2026-02-10 03:37:51.142537,53,59,0.9,,3
J3_Baseline_Road,2026-02-10 03:37:51.142836,77,33,2.33,,3
J4_Marine_Drive,2026-02-10 03:37:51.144222,59,41,1.44,,3
J1_Galle_Road,2026-02-10 03:37:53.148199,85,7,12.14,,3
J2_Duplication_Road,2026-02-10 03:37:53.149003,72,45,1.6,,3
J3_Baseline_Road,2026-02-10 03:37:53.150270,40,50,0.8,,3
J4_Marine_Drive,2026-02-10 03:37:53.151410,61,23,2.65,,3
J1_Galle_Road,2026-02-10 03:37:55.153997,43,17,2.53,,3
J2_Duplication_Road,2026-02-10 03:37:55.155410,75,15,5.0,,3
J3_Baseline_Road,2026-02-10 03:37:55.156751,24,60,0.4,,3
J4_Marine_Drive,2026-02-10 03:37:55.157299,40,60,0.67,,3
J1_Galle_Road,2026-02-10 03:37:57.159319,48,57,0.84,,3
J2_Duplication_Road,2026-02-10 03:37:57.160079,31,34,0.91,,3
J3_Baseline_Road,2026-02-10 03:37:57.160411,65,59,1.1,,3
J4_Marine_Drive,2026-02-10 03:37:57.162329,57,23,2.48,,3
J1_Galle_Road,2026-02-10 03:37:59.165339,101,17,5.94,,3
J2_Duplication_Road,2026-02-10 03:37:59.167561,80,39,2.05,,3
J3_Baseline_Road,2026-02-10 03:37:59.170027,70,47,1.49,,3
J4_Marine_Drive,2026-02-10 03:37:59.171382,47,6,7.83,,3
J1_Galle_Road,2026-02-10 03:38:01.174336,61,60,1.02,,3
J2_Duplication_Road,2026-02-10 03:38:01.175566,59,4,14.75,,3
J3_Baseline_Road,2026-02-10 03:38:01.176219,63,25,2.52,,3
J4_Marine_Drive,2026-02-10 03:38:01.176660,13,15,0.87,,3
J1_Galle_Road,2026-02-10 03:38:03.179372,47,44,1.07,,3
J2_Duplication_Road,2026-02-10 03:38:03.179838,53,52,1.02,,3
J3_Baseline_Road,2026-02-10 03:38:03.180059,45,8,5.62,,3
J4_Marine_Drive,2026-02-10 03:38:03.180232,52,52,1.0,,3
J1_Galle_Road,2026-02-10 03:38:05.183717,50,4,12.5,,3
J2_Duplication_Road,2026-02-10 03:38:05.184748,80,59,1.36,,3
J3_Baseline_Road,2026-02-10 03:38:05.185950,29,58,0.5,,3
J4_Marine_Drive,2026-02-10 03:38:05.187391,10,58,0.17,,3
J1_Galle_Road,2026-02-10 03:38:07.190261,95,34,2.79,,3
J2_Duplication_Road,2026-02-10 03:38:07.192257,41,60,0.68,,3
J3_Baseline_Road,2026-02-10 03:38:07.194252,27,43,0.63,,3
J4_Marine_Drive,2026-02-10 03:38:07.196221,21,18,1.17,,3
J1_Galle_Road,2026-02-10 03:38:09.200516,97,30,3.23,,3
J2_Duplication_Road,2026-02-10 03:38:09.202154,60,17,3.53,,3
J3_Baseline_Road,2026-02-10 03:38:09.202681,69,50,1.38,,3
J4_Marine_Drive,2026-02-10 03:38:09.204249,28,21,1.33,,3
J1_Galle_Road,2026-02-10 03:38:11.207737,64,3,21.33,,3
J2_Duplication_Road,2026-02-10 03:38:11.208543,73,23,3.17,,3
J3_Baseline_Road,2026-02-10 03:38:11.208951,68,17,4.0,,3
J4_Marine_Drive,2026-02-10 03:38:11.209170,49,52,0.94,,3
J1_Galle_Road,2026-02-10 03:38:13.213812,80,8,10.0,,3
J2_Duplication_Road,2026-02-10 03:38:13.216463,30,7,4.29,,3
J3_Baseline_Road,2026-02-10 03:38:13.217332,62,22,2.82,,3
J4_Marine_Drive,2026-02-10 03:38:13.218949,25,41,0.61,,3
J1_Galle_Road,2026-02-10 03:38:15.219881,63,45,1.4,,3
J2_Duplication_Road,2026-02-10 03:38:15.221032,51,33,1.55,,3
J3_Baseline_Road,2026-02-10 03:38:15.222335,49,21,2.33,,3
J4_Marine_Drive,2026-02-10 03:38:15.223003,25,48,0.52,,3
J1_Galle_Road,2026-02-10 03:38:17.225652,61,48,1.27,,3
J2_Duplication_Road,2026-02-10 03:38:17.227787,49,3,16.33,,3
J3_Baseline_Road,2026-02-10 03:38:17.231116,71,9,7.89,,3
J4_Marine_Drive,2026-02-10 03:38:17.232188,15,56,0.27,,3
J1_Galle_Road,2026-02-10 03:38:19.234786,70,19,3.68,,3
J2_Duplication_Road,2026-02-10 03:38:19.235563,84,25,3.36,,3
J3_Baseline_Road,2026-02-10 03:38:19.236041,33,57,0.58,,3
J4_Marine_Drive,2026-02-10 03:38:19.236405,23,16,1.44,,3
J1_Galle_Road,2026-02-10 03:38:21.238984,74,18,4.11,,3
J2_Duplication_Road,2026-02-10 03:38:21.241164,47,15,3.13,,3
J3_Baseline_Road,2026-02-10 03:38:21.246723,31,19,1.63,,3
J4_Marine_Drive,2026-02-10 03:38:21.249265,13,4,3.25,,3
J1_Galle_Road,2026-02-10 03:38:23.252304,76,21,3.62,,3
J2_Duplication_Road,2026-02-10 03:38:23.254030,45,45,1.0,,3
J3_Baseline_Road,2026-02-10 03:38:23.256161,47,53,0.89,,3
J4_Marine_Drive,2026-02-10 03:38:23.257272,25,16,1.56,,3
J1_Galle_Road,2026-02-10 03:38:25.259930,63,19,3.32,,3
J2_Duplication_Road,2026-02-10 03:38:25.261361,39,6,6.5,,3
J3_Baseline_Road,2026-02-10 03:38:25.261745,22,22,1.0,,3
J4_Marine_Drive,2026-02-10 03:38:25.262044,20,25,0.8,,3
J1_Galle_Road,2026-02-10 03:38:27.265412,63,53,1.19,,3
J2_Duplication_Road,2026-02-10 03:38:27.265747,72,53,1.36,,3
J3_Baseline_Road,2026-02-10 03:38:27.265852,75,19,3.95,,3
J4_Marine_Drive,2026-02-10 03:38:27.265987,51,48,1.06,,3
J1_Galle_Road,2026-02-10 03:38:29.267591,95,50,1.9,,3
J2_Duplication_Road,2026-02-10 03:38:29.269494,76,34,2.24,,3
J3_Baseline_Road,2026-02-10 03:38:29.271850,23,15,1.53,,3
J4_Marine_Drive,2026-02-10 03:38:29.272986,45,59,0.76,,3
J1_Galle_Road,2026-02-10 03:38:31.275776,46,24,1.92,,3
J2_Duplication_Road,2026-02-10 03:38:31.276311,72,25,2.88,,3
J3_Baseline_Road,2026-02-10 03:38:31.276638,27,6,4.5,,3
J4_Marine_Drive,2026-02-10 03:38:31.276883,50,17,2.94,,3
J1_Galle_Road,2026-02-10 03:38:33.278444,73,5,14.6,,3
J2_Duplication_Road,2026-02-10 03:38:33.279099,52,19,2.74,,3
J3_Baseline_Road,2026-02-10 03:38:33.279506,19,60,0.32,,3
J4_Marine_Drive,2026-02-10 03:38:33.279884,36,44,0.82,,3
J1_Galle_Road,2026-02-10 03:38:35.281962,54,3,18.0,,3
J2_Duplication_Road,2026-02-10 03:38:35.282610,76,16,4.75,,3
J3_Baseline_Road,2026-02-10 03:38:35.282900,78,20,3.9,,3
J4_Marine_Drive,2026-02-10 03:38:35.283234,27,3,9.0,,3
J1_Galle_Road,2026-02-10 03:38:37.287296,46,6,7.67,,3
J2_Duplication_Road,2026-02-10 03:38:37.288009,39,23,1.7,,3
J3_Baseline_Road,2026-02-10 03:38:37.288411,41,43,0.95,,3
J4_Marine_Drive,2026-02-10 03:38:37.288796,36,48,0.75,,3
J1_Galle_Road,2026-02-10 03:38:39.291764,54,32,1.69,,3
J2_Duplication_Road,2026-02-10 03:38:39.292452,69,8,8.62,,3
J3_Baseline_Road,2026-02-10 03:38:39.292606,47,31,1.52,,3
J4_Marine_Drive,2026-02-10 03:38:39.293574,52,6,8.67,,3
J1_Galle_Road,2026-02-10 03:38:41.296628,82,4,20.5,,3
J2_Duplication_Road,2026-02-10 03:38:41.297511,36,7,5.14,,3
J3_Baseline_Road,2026-02-10 03:38:41.297810,60,18,3.33,,3
J4_Marine_Drive,2026-02-10 03:38:41.299274,48,46,1.04,,3
J1_Galle_Road,2026-02-10 03:38:43.302163,70,15,4.67,,3
J2_Duplication_Road,2026-02-10 03:38:43.304177,41,58,0.71,,3
J3_Baseline_Road,2026-02-10 03:38:43.305891,76,25,3.04,,3
J4_Marine_Drive,2026-02-10 03:38:43.306569,18,42,0.43,,3
J1_Galle_Road,2026-02-10 03:38:45.306138,99,57,1.74,,3
J2_Duplication_Road,2026-02-10 03:38:45.308472,64,3,21.33,,3
J3_Baseline_Road,2026-02-10 03:38:45.309752,49,39,1.26,,3
J4_Marine_Drive,2026-02-10 03:38:45.310899,56,25,2.24,,3
J1_Galle_Road,2026-02-10 03:38:47.312787,94,22,4.27,,3
J2_Duplication_Road,2026-02-10 03:38:47.313945,55,23,2.39,,3
J3_Baseline_Road,2026-02-10 03:38:47.314354,57,36,1.58,,3
J4_Marine_Drive,2026-02-10 03:38:47.314604,40,45,0.89,,3
J1_Galle_Road,2026-02-10 03:38:49.317017,99,39,2.54,,3
J2_Duplication_Road,2026-02-10 03:38:49.321365,59,38,1.55,,3
J3_Baseline_Road,2026-02-10 03:38:49.321955,31,33,0.94,,3
J4_Marine_Drive,2026-02-10 03:38:49.322338,27,6,4.5,,3
J1_Galle_Road,2026-02-10 03:38:51.325360,68,4,17.0,,3
J2_Duplication_Road,2026-02-10 03:38:51.325902,41,53,0.77,,3
J3_Baseline_Road,2026-02-10 03:38:51.326140,40,21,1.9,,3
J4_Marine_Drive,2026-02-10 03:38:51.326336,48,44,1.09,,3
J1_Galle_Road,2026-02-10 03:38:53.330078,49,19,2.58,,3
J2_Duplication_Road,2026-02-10 03:38:53.330840,85,33,2.58,,3
J3_Baseline_Road,2026-02-10 03:38:53.331165,69,54,1.28,,3
J4_Marine_Drive,2026-02-10 03:38:53.331558,33,35,0.94,,3
J1_Galle_Road,2026-02-10 03:38:55.333827,84,19,4.42,,3
J2_Duplication_Road,2026-02-10 03:38:55.338111,85,41,2.07,,3
J3_Baseline_Road,2026-02-10 03:38:55.339859,62,44,1.41,,3
J4_Marine_Drive,2026-02-10 03:38:55.340347,27,38,0.71,,3
J1_Galle_Road,2026-02-10 03:38:57.341911,73,20,3.65,,3
J2_Duplication_Road,2026-02-10 03:38:57.342727,70,34,2.06,,3
J3_Baseline_Road,2026-02-10 03:38:57.343138,42,7,6.0,,3
J4_Marine_Drive,2026-02-10 03:38:57.344312,59,15,3.93,,3
J1_Galle_Road,2026-02-10 03:38:59.348401,99,7,14.14,,3
J2_Duplication_Road,2026-02-10 03:38:59.349382,59,39,1.51,,3
J3_Baseline_Road,2026-02-10 03:38:59.349713,41,50,0.82,,3
J4_Marine_Drive,2026-02-10 03:38:59.349907,59,57,1.04,,3
J1_Galle_Road,2026-02-10 03:39:01.353183,87,42,2.07,,3
J2_Duplication_Road,2026-02-10 03:39:01.359074,55,23,2.39,,3
J3_Baseline_Road,2026-02-10 03:39:01.361732,51,43,1.19,,3
J4_Marine_Drive,2026-02-10 03:39:01.362575,61,24,2.54,,3
J1_Galle_Road,2026-02-10 03:39:03.365147,95,47,2.02,,3
J2_Duplication_Road,2026-02-10 03:39:03.366414,84,53,1.58,,3
J3_Baseline_Road,2026-02-10 03:39:03.366825,46,35,1.31,,3
J4_Marine_Drive,2026-02-10 03:39:03.367247,60,53,1.13,,3
J1_Galle_Road,2026-02-10 03:39:05.370039,93,48,1.94,,3
J2_Duplication_Road,2026-02-10 03:39:05.370976,81,5,16.2,,3
J3_Baseline_Road,2026-02-10 03:39:05.371243,32,33,0.97,,3
J4_Marine_Drive,2026-02-10 03:39:05.371404,55,46,1.2,,3
J1_Galle_Road,2026-02-10 03:39:07.374816,83,44,1.89,,3
J2_Duplication_Road,2026-02-10 03:39:07.376670,55,15,3.67,,3
J3_Baseline_Road,2026-02-10 03:39:07.377548,27,38,0.71,,3
J4_Marine_Drive,2026-02-10 03:39:07.378119,33,6,5.5,,3
J1_Galle_Road,2026-02-10 03:39:09.380654,89,33,2.7,,3
J2_Duplication_Road,2026-02-10 03:39:09.382310,69,51,1.35,,3
J3_Baseline_Road,2026-02-10 03:39:09.383142,59,21,2.81,,3
J4_Marine_Drive,2026-02-10 03:39:09.383695,59,36,1.64,,3
J1_Galle_Road,2026-02-10 03:39:11.386621,86,3,28.67,,3
J2_Duplication_Road,2026-02-10 03:39:11.387038,54,55,0.98,,3
J3_Baseline_Road,2026-02-10 03:39:11.387910,74,17,4.35,,3
J4_Marine_Drive,2026-02-10 03:39:11.388400,42,48,0.88,,3
J1_Galle_Road,2026-02-10 03:39:13.392162,71,9,7.89,,3
J2_Duplication_Road,2026-02-10 03:39:13.392952,72,48,1.5,,3
J3_Baseline_Road,2026-02-10 03:39:13.393392,54,42,1.29,,3
J4_Marine_Drive,2026-02-10 03:39:13.396094,19,39,0.49,,3
J1_Galle_Road,2026-02-10 03:39:15.397379,73,22,3.32,,3
J2_Duplication_Road,2026-02-10 03:39:15.398545,68,39,1.74,,3
J3_Baseline_Road,2026-02-10 03:39:15.399066,25,23,1.09,,3
J4_Marine_Drive,2026-02-10 03:39:15.399289,15,47,0.32,,3
J1_Galle_Road,2026-02-10 03:39:17.403063,84,4,21.0,,3
J2_Duplication_Road,2026-02-10 03:39:17.405286,34,30,1.13,,3
J3_Baseline_Road,2026-02-10 03:39:17.406144,55,23,2.39,,3
J4_Marine_Drive,2026-02-10 03:39:17.406656,56,36,1.56,,3
J1_Galle_Road,2026-02-10 03:39:19.409267,98,59,1.66,,3
J2_Duplication_Road,2026-02-10 03:39:19.410470,80,40,2.0,,3
J3_Baseline_Road,2026-02-10 03:39:19.411389,60,5,12.0,,3
J4_Marine_Drive,2026-02-10 03:39:19.411721,52,31,1.68,,3
J1_Galle_Road,2026-02-10 03:39:21.415321,98,8,12.25,,3
J2_Duplication_Road,2026-02-10 03:39:21.419609,80,43,1.86,,3
J3_Baseline_Road,2026-02-10 03:39:21.421705,59,7,8.43,,3
J4_Marine_Drive,2026-02-10 03:39:21.422549,63,60,1.05,,3
J1_Galle_Road,2026-02-10 03:39:23.424937,72,15,4.8,,3
J2_Duplication_Road,2026-02-10 03:39:23.427071,38,22,1.73,,3
J3_Baseline_Road,2026-02-10 03:39:23.427939,21,4,5.25,,3
J4_Marine_Drive,2026-02-10 03:39:23.428394,33,31,1.06,,3
J1_Galle_Road,2026-02-10 03:39:25.431124,76,59,1.29,,3
J2_Duplication_Road,2026-02-10 03:39:25.431645,61,39,1.56,,3
J3_Baseline_Road,2026-02-10 03:39:25.431774,40,20,2.0,,3
J4_Marine_Drive,2026-02-10 03:39:25.431892,46,40,1.15,,3
J1_Galle_Road,2026-02-10 03:39:27.435112,56,30,1.87,,3
J2_Duplication_Road,2026-02-10 03:39:27.437142,43,8,5.38,,3
J3_Baseline_Road,2026-02-10 03:39:27.437682,34,41,0.83,,3
J4_Marine_Drive,2026-02-10 03:39:27.438241,29,60,0.48,,3
J1_Galle_Road,2026-02-10 03:39:29.442473,67,15,4.47,,3
J2_Duplication_Road,2026-02-10 03:39:29.443263,81,17,4.76,,3
J3_Baseline_Road,2026-02-10 03:39:29.443595,47,58,0.81,,3
J4_Marine_Drive,2026-02-10 03:39:29.443902,36,47,0.77,,3
J1_Galle_Road,2026-02-10 03:39:31.447093,93,32,2.91,,3
J2_Duplication_Road,2026-02-10 03:39:31.448435,44,50,0.88,,3
J3_Baseline_Road,2026-02-10 03:39:31.450147,62,40,1.55,,3
J4_Marine_Drive,2026-02-10 03:39:31.451634,15,49,0.31,,3
J1_Galle_Road,2026-02-10 03:39:33.454420,45,42,1.07,,3
J2_Duplication_Road,2026-02-10 03:39:33.454901,55,20,2.75,,3
J3_Baseline_Road,2026-02-10 03:39:33.455065,55,37,1.49,,3
J4_Marine_Drive,2026-02-10 03:39:33.456111,28,59,0.47,,3
J1_Galle_Road,2026-02-10 03:39:35.458831,60,45,1.33,,3
J2_Duplication_Road,2026-02-10 03:39:35.460889,51,19,2.68,,3
J3_Baseline_Road,2026-02-10 03:39:35.463146,50,37,1.35,,3
J4_Marine_Drive,2026-02-10 03:39:35.463993,22,54,0.41,,3
J1_Galle_Road,2026-02-10 03:39:37.467839,99,48,2.06,,3
J2_Duplication_Road,2026-02-10 03:39:37.468869,57,4,14.25,,3
J3_Baseline_Road,2026-02-10 03:39:37.469207,56,32,1.75,,3
J4_Marine_Drive,2026-02-10 03:39:37.469618,67,30,2.23,,3
J1_Galle_Road,2026-02-10 03:39:39.472236,82,17,4.82,,3
J2_Duplication_Road,2026-02-10 03:39:39.473920,83,59,1.41,,3
J3_Baseline_Road,2026-02-10 03:39:39.476770,22,9,2.44,,3
J4_Marine_Drive,2026-02-10 03:39:39.478529,20,52,0.38,,3
J1_Galle_Road,2026-02-10 03:39:41.482869,65,16,4.06,,3
J2_Duplication_Road,2026-02-10 03:39:41.483780,67,15,4.47,,3
J3_Baseline_Road,2026-02-10 03:39:41.484291,42,44,0.95,,3
J4_Marine_Drive,2026-02-10 03:39:41.484742,19,15,1.27,,3
J1_Galle_Road,2026-02-10 03:39:43.487615,65,56,1.16,,3
J2_Duplication_Road,2026-02-10 03:39:43.489819,82,46,1.78,,3
J3_Baseline_Road,2026-02-10 03:39:43.490518,49,30,1.63,,3
J4_Marine_Drive,2026-02-10 03:39:43.491071,14,56,0.25,,3
J1_Galle_Road,2026-02-10 03:39:45.491021,98,6,16.33,,3
J2_Duplication_Road,2026-02-10 03:39:45.491602,54,43,1.26,,3
J3_Baseline_Road,2026-02-10 03:39:45.491877,59,60,0.98,,3
J4_Marine_Drive,2026-02-10 03:39:45.492086,24,5,4.8,,3
J1_Galle_Road,2026-02-10 03:39:47.494874,53,58,0.91,,3
J2_Duplication_Road,2026-02-10 03:39:47.498075,32,33,0.97,,3
J3_Baseline_Road,2026-02-10 03:39:47.498489,74,48,1.54,,3
J4_Marine_Drive,2026-02-10 03:39:47.498741,44,58,0.76,,3
J1_Galle_Road,2026-02-10 03:39:49.501357,91,42,2.17,,3
J2_Duplication_Road,2026-02-10 03:39:49.502106,37,4,9.25,,3
J3_Baseline_Road,2026-02-10 03:39:49.502278,57,16,3.56,,3
J4_Marine_Drive,2026-02-10 03:39:49.502425,55,36,1.53,,3
J1_Galle_Road,2026-02-10 03:39:51.504221,43,53,0.81,,3
J2_Duplication_Road,2026-02-10 03:39:51.504807,70,46,1.52,,3
J3_Baseline_Road,2026-02-10 03:39:51.506563,31,36,0.86,,3
J4_Marine_Drive,2026-02-10 03:39:51.507460,69,48,1.44,,3
J1_Galle_Road,2026-02-10 03:39:53.511259,99,18,5.5,,3
J2_Duplication_Road,2026-02-10 03:39:53.513565,44,58,0.76,,3
J3_Baseline_Road,2026-02-10 03:39:53.515599,64,49,1.31,,3
J4_Marine_Drive,2026-02-10 03:39:53.516256,69,6,11.5,,3
J1_Galle_Road,2026-02-10 03:39:55.519841,55,23,2.39,,3
J2_Duplication_Road,2026-02-10 03:39:55.521041,87,20,4.35,,3
J3_Baseline_Road,2026-02-10 03:39:55.521431,23,22,1.05,,3
J4_Marine_Drive,2026-02-10 03:39:55.522895,33,55,0.6,,3
J1_Galle_Road,2026-02-10 03:39:57.525566,69,22,3.14,,3
J2_Duplication_Road,2026-02-10 03:39:57.526037,48,25,1.92,,3
J3_Baseline_Road,2026-02-10 03:39:57.526390,46,48,0.96,,3
J4_Marine_Drive,2026-02-10 03:39:57.526684,63,4,15.75,,3
J1_Galle_Road,2026-02-10 03:39:59.529183,82,37,2.22,,3
J2_Duplication_Road,2026-02-10 03:39:59.529538,90,39,2.31,,3
J3_Baseline_Road,2026-02-10 03:39:59.529652,75,30,2.5,,3
J4_Marine_Drive,2026-02-10 03:39:59.529762,62,51,1.22,,3
J1_Galle_Road,2026-02-10 03:40:01.532636,90,48,1.88,,3
J2_Duplication_Road,2026-02-10 03:40:01.534358,81,59,1.37,,3
J3_Baseline_Road,2026-02-10 03:40:01.536334,61,38,1.61,,3
J4_Marine_Drive,2026-02-10 03:40:01.539301,23,6,3.83,,3
